name	b_number	multi_fun
ychO	b1220	ORFs
narL	b1221	BC-1.3.7:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.1.2.4.3:BC-3.3.1
narX	b1222	BC-1.3.7:BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
narK	b1223	BC-1.8.3:BC-4.2.A:BC-6.1
narG	b1224	BC-1.3.7:BC-1.4.2
narH	b1225	BC-1.3.7:BC-1.4.2
narJ	b1226	BC-1.3.7:BC-2.3.4
narI	b1227	BC-1.3.7:BC-1.4.2:BC-1.6.15.1:BC-6.1
ychS	b1228	ORFs
tpr	b1229	BC-2.3.7
purU	b1232	BC-1.5.2.3:BC-1.7.17
ychJ	b1233	Conserved-Hypothetical-ORFs
rssA	b1234	ORFs
rssB	b1235	BC-2.3.6:BC-3.1.3.4
galU	b1236	BC-1.1.1:BC-1.6.2:BC-1.7.7:BC-1.7.9:BC-5.5.5:BC-6.7
hns	b1237	BC-2.2.2:BC-2.3.7:BC-3.1.2.2:BC-3.1.2.3
tdk	b1238	BC-1.7.33
insZ	b4573	Pseudo-Genes
adhE	b1241	BC-1.3.5
ychE	b1242	ORFs
insH21	b4711	BC-8.3
oppA	b1243	BC-2.3.4:BC-4.3.A.1.p
oppB	b1244	BC-4.3.A.1.m:BC-5.10:BC-6.1
oppC	b1245	BC-4.3.A.1.m:BC-5.10:BC-6.1
oppD	b1246	BC-4.3.A.1.a:BC-5.10
oppF	b1247	BC-4.3.A.1.a:BC-5.10
yciU	b1248	Conserved-Hypothetical-ORFs
clsA	b1249	BC-1.6.1:BC-5.6.4:BC-6.1
yciY	b4595	Unclassified-Genes
kch	b1250	BC-4.1.A:BC-6.1
yciI	b1251	Conserved-Hypothetical-ORFs
tonB	b1252	BC-1.4:BC-4.2.C:BC-5.5.7:BC-6.1
yciA	b1253	Unclassified-Genes
yciB	b1254	Unclassified-Genes
yciC	b1255	BC-6.1
ompW	b1256	BC-4.1.B
yciE	b1257	Unclassified-Genes
yciF	b1258	Unclassified-Genes
yciG	b1259	Conserved-Hypothetical-ORFs
trpA	b1260	BC-1.5.1.15
trpB	b1261	BC-1.5.1.15
trpC	b1262	BC-1.5.1.15
trpD	b1263	BC-1.5.1.15
trpE	b1264	BC-1.5.1.15
trpL	b1265	BC-1.5.1.15
yciV	b1266	BC-1.2.1:BC-1.2.2
yciO	b1267	Unclassified-Genes
yciQ	b1268	ORFs
rluB	b1269	BC-2.2.3
btuR	b1270	BC-1.5.3.13
yciK	b1271	ORFs
sohB	b1272	BC-1.2.3
yciN	b1273	Conserved-Hypothetical-ORFs
topA	b1274	BC-2.1.1:BC-2.2.2
cysB	b1275	BC-1.5.1.12:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.2
ymiA	b4522	ORFs
yciX	b4523	ORFs
ymiC	b4741	ORFs
acnA	b1276	BC-1.3.4:BC-3.1.3:BC-5.5.6
ribA	b1277	BC-1.5.3.9
pgpB	b1278	BC-1.6.1:BC-1.6.7:BC-6.1
lapA	b1279	BC-1.6.3
lapB	b1280	BC-1.6.3
pyrF	b1281	BC-1.5.2.2:BC-1.7.33
yciH	b1282	BC-2.3.2
osmB	b1283	BC-5.5.1
yciT	b1284	BC-2.2.2:BC-3.1.2.3
yciZ	b4596	ORFs
pdeR	b1285	BC-2.2.2:BC-5.5
ymiB	b4672	ORFs
rnb	b1286	BC-1.2.1:BC-2.2.4
yciW	b1287	ORFs
fabI	b1288	BC-1.5.4
ycjD	b1289	Conserved-Hypothetical-ORFs
sapF	b1290	BC-1.1.3:BC-4.3.A.1.a
sapD	b1291	BC-1.1.3:BC-4.3.A.1.a
sapC	b1292	BC-1.2.3:BC-4.3.A.1.m:BC-6.1
sapB	b1293	BC-1.2.3:BC-4.3.A.1.m:BC-6.1
sapA	b1294	BC-1.1.3:BC-4.3.A.1.p
ymjA	b1295	ORFs
puuP	b1296	BC-4.2.A:BC-6.1
ymjE	b4742	ORFs
puuA	b1297	BC-1.1.4
puuD	b1298	BC-1.1.4
puuR	b1299	BC-3.1.2
puuC	b1300	BC-1.1.4
puuB	b1301	BC-1.1.4
puuE	b1302	BC-1.1.4
pspF	b1303	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1:BC-8.1
pspA	b1304	BC-3.1.3.3:BC-3.3.1:BC-8.1
pspB	b1305	BC-3.3.1:BC-8.1
pspC	b1306	BC-3.3.1:BC-8.1
pspD	b1307	BC-8.1
pspE	b1308	Unclassified-Genes
ycjM	b1309	BC-1
ycjN	b1310	BC-4.3.A.1.p
ycjO	b1311	BC-4.3.A.1.m:BC-6.1
ycjP	b1312	BC-4.3.A.1.m:BC-6.1
ycjQ	b1313	Unclassified-Genes
ycjR	b1314	Unclassified-Genes
ycjS	b1315	Unclassified-Genes
ycjT	b1316	BC-1
ycjU	b1317	BC-1.7.9
ycjV	b1318	BC-4.3.A.1.a
ymjB	b4524	Pseudo-Genes
ompG	b1319	BC-4.1.B
ycjW	b1320	BC-2.2.2:BC-3.1.2.3
ycjX	b1321	ORFs
ycjF	b1322	ORFs
tyrR	b1323	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
tpx	b1324	BC-5.6.2
ycjG	b1325	BC-1.7.1
mpaA	b1326	BC-1.2.3:BC-6.2
ymjC	b4525	ORFs
ymjD	b4673	Unclassified-Genes
ycjY	b1327	ORFs
pgrR	b1328	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
mppA	b1329	BC-4.3.A.1.p:BC-5.10
ynaI	b1330	BC-4.1:BC-5.5.1:BC-6.1
insH-4	b1331	BC-8.3
ynaJ	b1332	Conserved-Hypothetical-ORFs
uspE	b1333	BC-5.5:BC-5.6.1
fnr	b1334	BC-1.3.7:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.4
ogt	b1335	BC-2.1.2:BC-3.1.1.2
abgT	b1336	BC-4.2.A:BC-6.1
abgB	b1337	BC-1.8
abgA	b1338	BC-1.8
abgR	b1339	BC-2.2.2:BC-3.1.2
smrA	b1340	Unclassified-Genes
dgcM	b1341	BC-2.2.2
zntB	b1342	BC-4
ynaL	b4743	ORFs
dbpA	b1343	BC-6.6
ttcA	b1344	BC-2.2.3
intR	b1345	BC-8.1
xisR	b1346	BC-8.1
rcbA	b1347	BC-2.1:BC-8.1
ralR	b1348	BC-8.1
recT	b1349	BC-8.1
recE	b1350	BC-1.2.2:BC-2.1.4:BC-2.1.5:BC-8.1
racC	b1351	BC-8.1
ydaE	b4526	ORFs
kilR	b1352	BC-8.1
sieB	b1353	BC-8.1
ydaF	b4527	Unclassified-Genes
ydaG	b1355	BC-8.1
racR	b1356	BC-3.1.2:BC-8.1
ydaS	b1357	BC-8.1
ydaT	b1358	BC-8.1
ydaU	b1359	BC-8.1
ydaV	b1360	BC-8.1
ydaW	b1361	BC-8.1
rzpR	b1362	Pseudo-Genes
rzoR	b4528	BC-8.1
trkG	b1363	BC-4.2.A:BC-6.1:BC-8.1
ynaK	b1365	BC-8.1
ydaY	b1366	BC-8.1
ynaA	b1368	BC-8.1
lomR	b4570	Interrupted-Genes
insH-5	b1370	BC-8.1:BC-8.3
stfR	b1372	BC-8.1
tfaR	b1373	BC-8.1
pinR	b1374	BC-8.1:BC-8.3
ynaE	b1375	BC-8.1
ynaM	b4744	ORFs
ttcC	b4638	Pseudo-Genes
uspF	b1376	Unclassified-Genes
ompN	b1377	BC-4.1.B
ydbK	b1378	BC-1
ydbJ	b4529	Unconserved-ORFs
hslJ	b1379	ORFs
ldhA	b1380	BC-1.3.5
ydbH	b1381	ORFs
ynbE	b1382	ORFs
ydbL	b1383	Conserved-Hypothetical-ORFs
feaR	b1384	BC-1.1.3:BC-1.1.4:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
feaB	b1385	BC-1.1.4:BC-1.5.3.7
tynA	b1386	BC-1.1.3:BC-1.1.4:BC-1.7.30
paaZ	b1387	BC-1.1.1
paaA	b1388	BC-1.1.1
paaB	b1389	BC-1.1.1
paaC	b1390	BC-1.1.1
paaD	b1391	BC-1.1.1
paaE	b1392	BC-1.1.1
paaF	b1393	BC-1.1.1
paaG	b1394	BC-1.1.1
paaH	b1395	BC-1.1.1
paaI	b1396	BC-1
paaJ	b1397	BC-1.1.1
paaK	b1398	BC-1.1.1
paaX	b1399	BC-1.1.1:BC-2.2.2:BC-3.1.2.3
paaY	b1400	BC-1.1.1
ynbG	b4674	ORFs
ydbA	b4492	Interrupted-Genes
insD-2	b1402	BC-8.3
insC-2	b1403	BC-8.3
insI-2	b1404	BC-8.3
pdxI	b1406	BC-1.5.3.6
ydbD	b1407	BC-5.6.2
ynbA	b1408	BC-1
ynbB	b1409	Unclassified-Genes
ynbC	b1410	ORFs
ynbD	b1411	ORFs
azoR	b1412	BC-1
hrpA	b1413	BC-2.2.3
ydcF	b1414	Unclassified-Genes
aldA	b1415	BC-1.1.1:BC-1.7.23
gapC	b4493	Interrupted-Genes
cybB	b1418	BC-1.4.3:BC-1.6.15.1
ydcA	b1419	ORFs
hokB	b4428	BC-5.6.3
mokB	b1420	ORFs
trg	b1421	BC-3.1.3.3:BC-5.3:BC-6.1
ydcI	b1422	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
ydcJ	b1423	Conserved-Hypothetical-ORFs
opgD	b1424	Unclassified-Genes
ydcH	b1426	Conserved-Hypothetical-ORFs
rimL	b1427	BC-2.3.3
ydcK	b1428	ORFs
tehA	b1429	BC-4.2.A:BC-5.6.4:BC-6.1
tehB	b1430	BC-5.6.4
ydcL	b1431	Unclassified-Genes
insQ	b1432	ORFs
ydcO	b1433	BC-4.2.A:BC-6.1
sutR	b1434	BC-3.1.2
rlhA	b1435	BC-2.2.3:BC-2.2.6
yncJ	b1436	ORFs
hicA	b4532	BC-2.2.4
hicB	b1438	BC-3.1.4:BC-5.5
ydcR	b1439	BC-2.2.2:BC-3.1.2
ydcS	b1440	BC-1.6:BC-4.3.A.1.p
ydcT	b1441	BC-4.3.A.1.a
ydcU	b1442	BC-4.3.A.1.m:BC-6.1
ydcV	b1443	BC-4.3.A.1.m:BC-6.1
patD	b1444	BC-1.8.3
yncL	b4598	ORFs
ortT	b1445	BC-5.5.6
ydcY	b1446	ORFs
ydcZ	b1447	Unclassified-Genes
mnaT	b1448	Unclassified-Genes
curA	b1449	Unclassified-Genes
mcbR	b1450	BC-2.2.2:BC-3.1.2
yncD	b1451	BC-4.1.B
yncE	b1452	Unclassified-Genes
ansP	b1453	BC-1.5.1.6:BC-4.2.A:BC-6.1
yncG	b1454	ORFs
yncH	b1455	ORFs
rhsE	b1456	Pseudo-Genes
ydcD	b1457	ORFs
yncO	b4745	ORFs
yncI	b1459	Pseudo-Genes
ydcC	b1460	Unclassified-Genes
pptA	b1461	BC-1
yddH	b1462	Unclassified-Genes
nhoA	b1463	Unclassified-Genes
yddE	b1464	Unclassified-Genes
narV	b1465	BC-1.3.7:BC-1.4.2:BC-6.1
narW	b1466	BC-1.3.7:BC-2.3.4
narY	b1467	BC-1.3.7:BC-1.4.2
narZ	b1468	BC-1.3.7:BC-1.4.2
narU	b1469	BC-1.8.3:BC-4.2.A:BC-6.1
yddJ	b1470	Pseudo-Genes
yddK	b1471	ORFs
yddL	b1472	ORFs
yddG	b1473	BC-4.2.A:BC-6.1
fdnG	b1474	BC-1.3.7:BC-1.4.1
fdnH	b1475	BC-1.3.7:BC-1.4.1:BC-6.1
fdnI	b1476	BC-1.3.7:BC-1.4.1:BC-1.6.15.1:BC-6.1
yddM	b1477	BC-3.1.2
adhP	b1478	BC-1.3.7
maeA	b1479	BC-1.7
sra	b1480	BC-2.3.2:BC-2.3.8:BC-6.6
bdm	b1481	BC-5.3
osmC	b1482	BC-5.5.1
ddpF	b1483	BC-4.3.A.1.a
ddpD	b1484	BC-4.3.A.1.a
ddpC	b1485	BC-4.3.A.1.m:BC-6.1
ddpB	b1486	BC-4.3.A.1.m:BC-6.1
ddpA	b1487	BC-4.3.A.1.p
ddpX	b1488	BC-1.1.5:BC-1.2.3:BC-1.6.7:BC-2.3.6:BC-5.5.1:BC-5.5.3
dosP	b1489	BC-5.5
dosC	b1490	BC-3:BC-5.3:BC-5.5
yddY	b4746	ORFs
yddW	b1491	BC-5.1
gadC	b1492	BC-4.2.A:BC-6.1
gadB	b1493	BC-5.5.4
pqqL	b1494	Unclassified-Genes
yddB	b1495	BC-4.9.B:BC-6.1
yddA	b1496	BC-4.3.A.1.am:BC-6.1
yneP	b4747	ORFs
ydeM	b1497	BC-2.3.4
ydeN	b1498	BC-1.8.2
ydeO	b1499	BC-2.2.2:BC-3.1.2.2
safA	b1500	BC-2.3:BC-3.1.3.3:BC-6.1
ydeP	b1501	BC-1:BC-5.5.4
ydeQ	b1502	ORFs
ydeR	b1503	BC-6.5
ydeS	b1504	BC-6.5
ydeT	b1505	ORFs
yneL	b1506	Pseudo-Genes
hipA	b1507	BC-2.3.2:BC-2.3.3:BC-3.1.3.2
hipB	b1508	BC-2.2.2:BC-3.1.2.3
yneO	b4696	Interrupted-Genes
lsrK	b1511	BC-5
lsrR	b1512	BC-2.2.2:BC-3.1.2.3
lsrA	b1513	BC-4.3.A.1.a
lsrC	b1514	BC-4.3.A.1.m:BC-6.1
lsrD	b1515	BC-4.3.A.1.m:BC-6.1
lsrB	b1516	BC-4.3.A.1.p
lsrF	b1517	BC-3
lsrG	b1518	BC-2
tam	b1519	BC-1.7.1:BC-5.6.2
yneE	b1520	Unclassified-Genes
uxaB	b1521	BC-1.1.1
dgcF	b1522	Unclassified-Genes
yneG	b1523	Conserved-Hypothetical-ORFs
glsB	b1524	BC-1
sad	b1525	BC-1.1.1:BC-1.8.3:BC-5.6.2
yneJ	b1526	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
yneK	b1527	Unclassified-Genes
ydeA	b1528	BC-4.9.B:BC-6.1
marC	b1529	BC-6.1
marR	b1530	BC-2.2.2:BC-3.1.2.3:BC-3.3.1:BC-5.6.4
marA	b1531	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1:BC-5.6.2:BC-5.6.4
marB	b1532	BC-4.9.B:BC-5.6.2:BC-5.6.4
eamA	b1533	BC-4.2.A
ydeE	b1534	BC-4.2.A:BC-6.1
mgtS	b4599	BC-5.5.3:BC-6.1
dgcZ	b1535	BC-5.3
ydeI	b1536	BC-5.5.6
ydeJ	b1537	Unclassified-Genes
dcp	b1538	BC-1.2.3:BC-2.3.6
ydfG	b1539	BC-1.8.3
ydfH	b1540	BC-2.2.2:BC-3.1.2.3
ydfZ	b1541	ORFs
ydfI	b1542	ORFs
ydfJ	b1543	BC-4.2.A:BC-6.1
ynfT	b4748	ORFs
ydfK	b1544	BC-8.1
pinQ	b1545	BC-8.1
tfaQ	b1546	BC-8.1
ydfN	b1547	BC-8.1
nohA	b1548	BC-8.1
ynfO	b4533	BC-8.1
ydfO	b1549	BC-8.1
gnsB	b1550	BC-1.5.4:BC-8.1
ynfN	b1551	BC-8.1
ynfR	b4749	ORFs
ynfQ	b4724	Unclassified-Genes
cspI	b1552	BC-5.5.2:BC-8.1
rzpQ	b1553	BC-8.1
rzoQ	b4689	ORFs
rrrQ	b1554	BC-8.1
ydfR	b1555	BC-8.1
essQ	b1556	BC-8.1
cspB	b1557	BC-8.1
cspF	b1558	BC-8.1
ynfS	b4750	ORFs
ydfT	b1559	BC-8.1
ydfU	b1560	BC-8.1
rem	b1561	BC-8.1
hokD	b1562	BC-8.1
relE	b1563	BC-2.2.4:BC-2.3.2:BC-3.1.3.1:BC-5.6.3
relB	b1564	BC-2.2.2:BC-2.2.4:BC-3.1.2.3:BC-3.1.3.1:BC-3.3.1:BC-5.6.3
ydfV	b1565	BC-8.1
flxA	b1566	BC-8.1
ydfW	b1567	BC-8.1
ydfX	b1568	BC-8.1
dicC	b1569	BC-8.1
dicA	b1570	BC-2.2.2:BC-3.1.2.3:BC-8.1
ydfA	b1571	BC-8.1
ydfB	b1572	BC-8.1
ydfC	b1573	BC-8.1
dicB	b1575	BC-5.2:BC-8.1
ydfD	b1576	BC-8.1
ydfE	b1577	Pseudo-Genes
insD-7	b1578	BC-8.1
intQ	b1579	BC-8.1
ynfP	b4534	ORFs
rspB	b1580	BC-5.5.3
rspA	b1581	BC-5.5.3
ynfA	b1582	Unclassified-Genes
ynfB	b1583	Conserved-Hypothetical-ORFs
speG	b1584	BC-1.7.14
ynfC	b1585	Conserved-Hypothetical-ORFs
ynfD	b1586	Conserved-Hypothetical-ORFs
ynfE	b1587	BC-1.8
ynfF	b1588	BC-1.8
ynfG	b1589	BC-1.8
ynfH	b1590	BC-1.8
dmsD	b1591	BC-1.4.2
clcB	b1592	BC-4
ynfK	b1593	BC-1.5.3.1
mlc	b1594	BC-1.6.9:BC-2.2.2:BC-3.1.2.3:BC-3.3.1:BC-3.3.4
ynfL	b1595	BC-3.1.2
ynfM	b1596	BC-4.2.A:BC-6.1
asr	b1597	BC-5.5.4
ydgU	b4601	Unclassified-Genes
ydgD	b1598	ORFs
mdtI	b1599	BC-4.2.A:BC-5.6.4:BC-6.1
mdtJ	b1600	BC-4.2.A:BC-5.6.4:BC-6.1
tqsA	b1601	BC-4.9.B
pntB	b1602	BC-1.7.1:BC-4.9.A:BC-6.1
pntA	b1603	BC-1.7.1:BC-4.9.A:BC-6.1
ydgH	b1604	Conserved-Hypothetical-ORFs
ydgI	b1605	BC-4.2.A:BC-6.1
folM	b1606	BC-1.5.3.2:BC-1.7.17
ydgC	b1607	BC-6.1
rstA	b1608	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.4.3
rstB	b1609	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
tus	b1610	BC-2.1.1
fumC	b1611	BC-1.3.4:BC-1.3.5
fumA	b1612	BC-1.3.4
manA	b1613	BC-1.1.1:BC-1.6.2:BC-1.7.10:BC-5.5.5:BC-6.7
ydgA	b1614	Unclassified-Genes
uidC	b1615	Unclassified-Genes
uidB	b1616	BC-1.1.1:BC-4.2.A:BC-6.1
uidA	b1617	BC-1.1.1
uidR	b1618	BC-1.1.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
hdhA	b1619	BC-1.7.1
malI	b1620	BC-1.1.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
malX	b1621	BC-1.1.1:BC-4.4.A
malY	b1622	BC-1.1.1:BC-3.1.3.3:BC-3.3.1
add	b1623	BC-1.7.33
ydgJ	b1624	BC-1.1
blr	b4409	BC-5.5:BC-5.6.4
cnu	b1625	BC-3
ydgK	b1626	Unclassified-Genes
rsxA	b1627	BC-3.1.3:BC-5.5.6:BC-6.1
rsxB	b1628	BC-3.1.3:BC-5.5.6:BC-6.1
rsxC	b1629	BC-3.1.3:BC-5.5.6:BC-6.1
rsxD	b1630	BC-3.1.3:BC-5.5.6:BC-6.1
rsxG	b1631	BC-3.1.3:BC-5.5.6:BC-6.1
rsxE	b1632	BC-3.1.3:BC-5.5.6:BC-6.1
nth	b1633	BC-2.1.4:BC-5.6.1
dtpA	b1634	BC-4.2.A:BC-6.1
gstA	b1635	BC-5.6.2
pdxY	b1636	BC-1.7.27
tyrS	b1637	BC-2.3.1
pdxH	b1638	BC-1.5.3.6:BC-1.7.27
mliC	b1639	Unclassified-Genes
anmK	b1640	BC-1.7.34
slyB	b1641	Unclassified-Genes
slyA	b1642	BC-2.2.2:BC-3.1.2.2:BC-3.3.1:BC-5.6.3
ydhI	b1643	ORFs
ydhJ	b1644	Unclassified-Genes
ydhK	b1645	BC-4.9.B:BC-6.1
sodC	b1646	BC-5.6.2
ydhF	b1647	ORFs
ydhL	b1648	Unclassified-Genes
nemR	b1649	BC-3.1.2
nemA	b1650	BC-1.7.1:BC-5.6.2
gloA	b1651	BC-1.7.23
rnt	b1652	BC-1.2.1:BC-1.2.2:BC-2.1.5:BC-2.2.4
lhr	b1653	Unclassified-Genes
grxD	b1654	BC-1.6.15.2
mepH	b1655	BC-1.6.7
sodB	b1656	BC-5.6.2
ydhP	b1657	BC-4.2.A:BC-6.1
ynhF	b4602	BC-5.5.6:BC-6.1
purR	b1658	BC-1.1.3:BC-1.5.1.16:BC-1.5.2.1:BC-1.5.2.2:BC-1.5.3.11:BC-1.7.14:BC-1.7.17:BC-1.7.33:BC-1.8.3:BC-2.2.2:BC-3:BC-3.1.2.3:BC-3.3.2:BC-8.4
ydhB	b1659	BC-2.2.2:BC-3.1.2
ydhC	b1660	BC-4.2.A:BC-6.1
cfa	b1661	BC-1.5.4
ribC	b1662	BC-1.5.3.9
mdtK	b1663	BC-4.2.A:BC-5.6.4:BC-6.1
ydhQ	b1664	Unclassified-Genes
ydhR	b1667	Unclassified-Genes
ydhS	b1668	ORFs
ydhT	b1669	Unclassified-Genes
ydhU	b1670	ORFs
ydhX	b1671	ORFs
ydhW	b1672	Conserved-Hypothetical-ORFs
ydhV	b1673	ORFs
ydhY	b1674	ORFs
fumD	b1675	BC-1.3
pykF	b1676	BC-1.3.1:BC-1.3.5
lpp	b1677	BC-1.6.7:BC-6.1:BC-6.2
ldtE	b1678	BC-1.6.7
sufE	b1679	BC-1.7.19:BC-1.8.2:BC-3.1.3.3
sufS	b1680	BC-1.8.2
sufD	b1681	BC-1.7.19:BC-1.8.2
sufC	b1682	BC-1.7.19:BC-1.8.2
sufB	b1683	BC-1.7.19:BC-1.8.2
sufA	b1684	BC-1.7.19:BC-1.8.2
ydiH	b1685	ORFs
menI	b1686	BC-1.5.3.11
ydiJ	b1687	ORFs
ydiK	b1688	Unclassified-Genes
ydiL	b1689	Unclassified-Genes
ydiM	b1690	BC-4.2.A:BC-6.1
ydiN	b1691	BC-4.2.A:BC-6.1
ydiB	b1692	BC-1.5.1.20
aroD	b1693	BC-1.5.1.20
ydiF	b1694	BC-1.1.2
ydiO	b1695	BC-1.1.2:BC-1.4
ydiP	b1696	BC-2.2.2:BC-3.1.2
ydiQ	b1697	BC-1.1.2:BC-1.4.3:BC-4.9.B
ydiR	b1698	BC-1.1.2:BC-1.4.3
ydiS	b1699	BC-1.1.2:BC-1.4.3
ydiT	b1700	BC-1.1.2:BC-1.4.3
fadK	b1701	BC-1.1.2
ppsA	b1702	BC-1.7
ppsR	b1703	BC-2.3.3:BC-3.1.3.2
aroH	b1704	BC-1.5.1.15
ydiE	b1705	Unclassified-Genes
ydiU	b1706	BC-2.3.3
ydiV	b1707	BC-3.1.3
nlpC	b1708	Unclassified-Genes
btuD	b1709	BC-1.5.3.13:BC-4.3.A.1.a
btuE	b1710	BC-5.5.6
btuC	b1711	BC-1.5.3.13:BC-4.3.A.1.m:BC-6.1
ihfA	b1712	BC-2.1.3:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
pheT	b1713	BC-2.3.1
pheS	b1714	BC-2.3.1
pheM	b1715	BC-2.3.1
rplT	b1716	BC-2.3.2:BC-2.3.8:BC-3.1.3:BC-6.6
rpmI	b1717	BC-2.3.2:BC-2.3.8:BC-6.6
infC	b1718	BC-2.3.2
thrS	b1719	BC-2.3.1:BC-3.1.3.1
arpB	b4494	Interrupted-Genes
yniD	b4535	Unconserved-ORFs
ydiY	b1722	Conserved-Hypothetical-ORFs
pfkB	b1723	BC-1.1.1
ydiZ	b1724	Conserved-Hypothetical-ORFs
yniA	b1725	ORFs
yniB	b1726	ORFs
hxpB	b1727	BC-5.6.2
ydjM	b1728	BC-5.8
tcyP	b1729	BC-4.2.A
ydjO	b1730	ORFs
cedA	b1731	BC-3.1.4:BC-5.1
katE	b1732	BC-5.6.2
chbG	b1733	BC-1.2.4
chbF	b1734	BC-1.1.1
chbR	b1735	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
chbA	b1736	BC-1.1.1:BC-4.4.A
chbC	b1737	BC-1.1.1:BC-4.4.A:BC-6.1
chbB	b1738	BC-1.1.1:BC-4.4.A
osmE	b1739	BC-3.3.1:BC-5.5.1
nadE	b1740	BC-1.5.3.7
cho	b1741	BC-2.1.4:BC-5.6:BC-5.8
ves	b1742	Conserved-Hypothetical-ORFs
spy	b1743	BC-2.3.4:BC-5.6
astE	b1744	BC-1.1.3
astB	b1745	BC-1.1.3
astD	b1746	BC-1.1.3
astA	b1747	BC-1.1.3
astC	b1748	BC-1.8.3
xthA	b1749	BC-2.1.4:BC-5.6.1
ydjX	b1750	Unclassified-Genes
ydjY	b1751	ORFs
ydjZ	b1752	ORFs
ynjA	b1753	Unclassified-Genes
ynjB	b1754	BC-4.3.A.1.p
ynjC	b1755	BC-4.3.A.1.m:BC-6.1
ynjD	b1756	BC-4.3.A.1.a
ynjE	b1757	BC-1.8.2
ynjF	b1758	ORFs
nudG	b1759	BC-2.1
ynjH	b1760	Conserved-Hypothetical-ORFs
gdhA	b1761	BC-1.5.1.1
ynjI	b1762	Unclassified-Genes
topB	b1763	BC-2.1.1:BC-2.2.2
selD	b1764	BC-2.2.3:BC-2.3.1
ydjA	b1765	Unclassified-Genes
sppA	b1766	BC-1.2.3:BC-2.3.6
ansA	b1767	BC-1.1.3:BC-1.8.3
pncA	b1768	BC-1.5.3.7
ydjE	b1769	BC-4.2.A:BC-6.1
ydjF	b1770	BC-2.2.2:BC-3.1.2
ydjG	b1771	BC-1.7.23
ydjH	b1772	BC-1.1.1
ydjI	b1773	BC-1.1.1
ydjJ	b1774	ORFs
ydjK	b1775	BC-4.2.A:BC-6.1
ydjL	b1776	ORFs
yeaC	b1777	Unclassified-Genes
msrB	b1778	BC-2.3.4:BC-5.5.6
gapA	b1779	BC-1.3.1:BC-1.5.3.6:BC-1.7
yeaD	b1780	Unclassified-Genes
yeaE	b1781	BC-1.7.23:BC-5.6.2
mipA	b1782	BC-1.6.7:BC-6.2
yeaG	b1783	BC-2.3.3
yeaH	b1784	Unclassified-Genes
cdgI	b1785	BC-5.3
dgcJ	b1786	BC-5.3
yeaK	b1787	BC-2.3
yoaI	b1788	ORFs
yeaL	b1789	BC-6.1
nimR	b1790	BC-2.2.2:BC-3.1.2
nimT	b1791	BC-4.2.A:BC-6.1
yeaO	b1792	Conserved-Hypothetical-ORFs
yoaF	b1793	Conserved-Hypothetical-ORFs
dgcP	b1794	Unclassified-Genes
yoaK	b4676	Unclassified-Genes
yoaJ	b4675	Unclassified-Genes
yeaQ	b1795	Unclassified-Genes
yoaG	b1796	ORFs
yeaR	b1797	Unclassified-Genes
leuE	b1798	BC-4.9.B
dmlR	b1799	BC-2.2.2:BC-3.1.2
dmlA	b1800	BC-1.1.1
yeaV	b1801	BC-4.2.A:BC-6.1
yeaW	b1802	Unclassified-Genes
yeaX	b1803	Unclassified-Genes
rnd	b1804	BC-1.2.1:BC-2.2.3
fadD	b1805	BC-1.1.2:BC-1.6.1
yeaY	b1806	ORFs
tsaB	b1807	BC-2.2.3:BC-2.3.6:BC-3.1.3.4
yoaA	b1808	BC-2.1.4
yoaB	b1809	Unclassified-Genes
yoaC	b1810	Conserved-Hypothetical-ORFs
yoaH	b1811	Unclassified-Genes
pabB	b1812	BC-1.5.3.2
nudL	b1813	BC-1.5.3.6
sdaA	b1814	BC-1.1.3
pdeD	b1815	Unclassified-Genes
yoaE	b1816	Unclassified-Genes
yoaL	b4751	BC-3
manX	b1817	BC-1.1.1:BC-4.4.A:BC-6.1
manY	b1818	BC-1.1.1:BC-4.4.A:BC-6.1
manZ	b1819	BC-1.1.1:BC-4.4.A:BC-6.1
yobD	b1820	Unclassified-Genes
mntP	b1821	BC-4.9.B:BC-6.1
rlmA	b1822	BC-2.2.3
cspC	b1823	BC-2.2.2:BC-3.1.2:BC-5.5
yobF	b1824	BC-5.5.4
yebO	b1825	Conserved-Hypothetical-ORFs
